Country,Branch,Product,Number of Customers,Revenue,Marketing Spend,Operational Cost,Regulatory Compliance Cost,Net Interest Margin %,Non Interest Income,Loan Quality Score,Credit Risk Score,GDP Billion USD,Inflation %,Interest Rate %,Total Cost,Profit,Profit Margin
Qatar,Branch_3,SME Loan,"3,152.00","1,807,273.21","84,306.22","1,948,646.97","465,880.73",3.30,"125,892.12",651.50,1.78,"1,304.81",3.41,2.91,"2,498,833.92","-565,668.59",-31%
Qatar,Branch_4,Credit Card,"7,497.00","6,052,952.80","145,345.67","1,642,438.74","7,144.99",4.88,"294,952.27",536.41,8.17,787.56,4.07,4.93,"1,794,929.40","4,552,975.67",75%
Qatar,Branch_5,Wealth Management,"2,402.00","7,150,661.02","576,955.88","165,369.27","120,293.34",3.56,"184,878.67",539.32,8.91,756.52,4.29,2.25,"862,618.49","6,472,921.20",91%
Oman,Branch_4,Personal Loan,"2,383.00","3,239,030.32","605,487.98","909,369.26","222,578.91",3.32,"376,322.56",656.00,5.03,"1,413.92",1.52,0.59,"1,737,436.15","1,877,916.73",58%
Saudi Arabia,Branch_1,Home Loan,"9,899.00","5,441,115.08","688,452.68","1,277,337.76","283,724.25",3.15,"186,422.09",823.24,1.92,"1,414.55",4.23,2.75,"2,249,514.69","3,378,022.48",62%
Kuwait,Branch_9,SME Loan,"4,466.00","6,940,113.64","396,546.44","397,376.66","458,371.87",3.57,"125,181.97",774.67,1.38,246.43,3.55,2.23,"1,252,294.97","5,813,000.64",84%
Saudi Arabia,Branch_9,Home Loan,222.00,"4,271,264.18","775,029.18","1,164,417.45","446,482.33",2.93,"304,244.60",651.74,1.56,831.23,2.89,0.80,"2,385,928.96","2,189,579.82",51%
Bahrain,Branch_2,Auto Loan,"6,899.00","8,554,753.75","974,486.81","1,076,624.26","320,399.20",4.25,"372,924.88",553.85,4.95,409.24,2.31,4.44,"2,371,510.27","6,556,168.36",77%
Saudi Arabia,Branch_10,Auto Loan,"9,572.00","7,738,344.36","274,739.47","432,365.07","132,407.07",1.79,"268,645.48",533.20,3.11,555.82,4.19,3.28,"839,511.61","7,167,478.23",93%
Bahrain,Branch_9,Home Loan,"3,827.00","740,188.88","704,513.47","299,596.41","392,727.47",5.13,"358,427.85",732.92,5.16,"1,065.98",1.83,1.19,"1,396,837.35","-298,220.62",-40%
UAE,Branch_6,Home Loan,"8,550.00","6,249,140.46","928,826.31","1,522,745.33","105,312.63",2.28,"211,586.09",420.02,5.40,368.07,5.05,4.67,"2,556,884.27","3,903,842.28",62%
UAE,Branch_2,Credit Card,"9,239.00","2,429,722.95","687,855.33","658,721.16","482,760.30",4.35,"397,927.63",623.22,5.12,214.65,1.86,3.09,"1,829,336.79","998,313.79",41%
Bahrain,Branch_8,Personal Loan,"5,058.00","5,619,430.82","682,703.95","503,200.26","7,890.76",3.52,"292,927.32",577.72,6.58,"1,145.26",4.86,3.60,"1,193,794.97","4,718,563.17",84%
Saudi Arabia,Branch_10,Personal Loan,624.00,"9,573,195.58","227,653.71","1,480,999.14","287,036.40",4.98,"98,928.74",657.14,7.11,"1,033.75",5.09,3.13,"1,995,689.25","7,676,435.07",80%
Bahrain,Branch_1,Auto Loan,"9,179.00","8,802,713.85","537,454.55","1,477,416.01","48,756.64",5.22,"445,485.10",403.08,4.56,"1,373.46",5.70,4.90,"2,063,627.20","7,184,571.75",82%
Qatar,Branch_10,SME Loan,"8,499.00","4,104,712.39","564,710.23","567,275.28","206,761.77",2.42,"418,575.16",682.67,4.03,905.00,3.32,4.51,"1,338,747.28","3,184,540.27",78%
Saudi Arabia,Branch_3,SME Loan,248.00,"2,985,987.20","701,628.91","1,747,685.55","319,292.10",4.55,"481,992.19",644.85,4.32,"1,428.93",1.32,0.57,"2,768,606.56","699,372.83",23%
UAE,Branch_5,Credit Card,"8,101.00","2,420,616.87","996,837.34","1,382,735.33","346,351.26",2.35,"284,935.25",399.08,1.63,992.11,4.39,0.57,"2,725,923.93","-20,371.81",-1%
Kuwait,Branch_1,Wealth Management,537.00,"5,371,897.21","38,475.60","704,613.15","393,856.89",2.06,"338,194.75",547.29,3.89,703.30,2.41,2.70,"1,136,945.64","4,573,146.32",85%
Oman,Branch_6,SME Loan,"3,849.00","1,231,059.69","69,906.50","866,429.51","298,697.21",5.69,"431,926.04",673.24,2.80,991.00,1.46,1.91,"1,235,033.22","427,952.51",35%
Oman,Branch_2,Wealth Management,"8,286.00","5,537,822.58","82,560.32","1,458,885.18","129,403.08",2.24,"27,243.07",795.88,3.62,"1,173.93",5.28,2.92,"1,670,848.58","3,894,217.07",70%
UAE,Branch_10,Auto Loan,"4,553.00","113,203.03","744,264.24","438,935.99","445,180.36",2.53,"456,190.11",367.15,7.43,651.80,1.70,2.02,"1,628,380.59","-1,058,987.45",-935%
Kuwait,Branch_6,Auto Loan,"5,436.00","3,306,111.34","140,672.03","948,146.37","406,498.17",2.09,"136,310.55",304.81,9.90,684.28,3.53,4.45,"1,495,316.57","1,947,105.32",59%
Bahrain,Branch_8,Wealth Management,"4,651.00","2,277,349.71","624,339.62","1,314,045.52","84,225.90",3.62,"29,464.80",390.83,9.31,"1,018.92",4.94,1.26,"2,022,611.04","284,203.47",12%
Bahrain,Branch_5,Personal Loan,"2,923.00","9,715,066.02","328,045.53","1,088,207.13","414,123.04",5.64,"119,565.89",844.10,8.39,792.27,2.00,0.76,"1,830,375.70","8,004,256.21",82%
Qatar,Branch_7,Credit Card,"5,828.00","7,299,698.96","460,033.36","1,224,490.12","486,459.04",2.69,"293,593.62",722.60,7.63,885.07,5.48,2.04,"2,170,982.52","5,422,310.06",74%
UAE,Branch_7,Wealth Management,"8,777.00","3,561,568.47","219,584.84","1,101,500.75","320,423.46",3.94,"24,875.65",637.90,9.50,"1,476.71",2.66,1.13,"1,641,509.05","1,944,935.07",55%
UAE,Branch_4,Auto Loan,"8,491.00","1,019,166.36","866,776.03","414,470.34","144,493.59",3.35,"1,381.62",373.16,7.77,256.91,2.98,3.16,"1,425,739.96","-405,191.98",-40%
Oman,Branch_7,Personal Loan,"2,082.00","5,216,325.89","588,219.57","832,206.58","305,263.95",3.01,"320,041.97",528.83,5.24,"1,042.27",1.66,2.63,"1,725,690.10","3,810,677.76",73%
Bahrain,Branch_10,Credit Card,"7,096.00","2,213,134.03","944,840.45","1,073,331.28","174,554.86",4.07,"227,240.29",693.38,6.41,"1,399.75",4.22,3.69,"2,192,726.59","247,647.73",11%
Bahrain,Branch_4,Wealth Management,"9,763.00","5,410,652.50","576,723.27","1,564,524.23","339,593.50",4.02,"422,320.80",792.74,3.75,507.07,3.48,0.83,"2,480,841.00","3,352,132.30",62%
Qatar,Branch_4,Credit Card,"2,411.00","8,370,087.31","128,288.49","1,314,730.39","274,675.98",3.12,"129,516.10",510.00,1.03,475.64,5.87,3.89,"1,717,694.86","6,781,908.55",81%
Saudi Arabia,Branch_10,Home Loan,"7,325.00","6,196,346.27","175,016.08","864,650.07","465,097.85",5.33,"141,073.09",849.83,4.18,671.90,4.49,1.74,"1,504,764.00","4,832,655.36",78%
Bahrain,Branch_10,SME Loan,"9,813.00","6,374,505.35","989,128.61","1,949,311.67","310,864.73",1.74,"39,695.66",376.86,4.64,296.30,4.79,3.52,"3,249,305.01","3,164,896.00",50%
Qatar,Branch_1,SME Loan,704.00,"5,456,199.86","726,937.37","233,435.13","110,920.93",1.88,"269,717.33",512.81,7.60,928.37,2.00,1.81,"1,071,293.43","4,654,623.76",85%
Bahrain,Branch_1,Personal Loan,"8,275.00","9,279,929.76","54,032.36","429,473.64","363,929.39",5.96,"183,586.29",781.47,8.73,"1,039.10",4.56,4.25,"847,435.39","8,616,080.66",93%
Saudi Arabia,Branch_1,Wealth Management,"5,885.00","9,325,836.58","705,262.10","695,798.97","153,934.77",4.86,"170,514.22",657.45,9.66,"1,265.85",3.79,4.25,"1,554,995.84","7,941,354.96",85%
Oman,Branch_5,Wealth Management,"9,709.00","5,175,959.69","415,112.18","472,572.71","139,833.52",5.12,"229,358.70",746.01,4.17,286.03,3.02,1.88,"1,027,518.41","4,377,799.98",85%
Kuwait,Branch_4,SME Loan,"4,697.00","3,127,018.92","310,672.34","1,258,375.15","198,929.43",4.21,"424,994.00",799.29,9.62,767.04,4.91,4.59,"1,767,976.92","1,784,036.00",57%
Kuwait,Branch_3,SME Loan,"7,859.00","4,649,911.36","158,290.49","98,310.44","10,938.36",3.39,"53,489.11",579.02,8.19,"1,219.47",5.89,1.94,"267,539.29","4,435,861.18",95%
Bahrain,Branch_6,Auto Loan,"7,632.00","1,946,923.33","840,704.43","371,324.83","484,724.63",4.33,"262,273.22",429.11,1.28,"1,198.79",1.47,4.53,"1,696,753.89","512,442.66",26%
Saudi Arabia,Branch_7,Personal Loan,"8,840.00","6,399,808.72","68,522.17","600,827.53","268,503.90",1.92,"99,021.07",681.54,6.36,295.73,4.94,1.37,"937,853.60","5,560,976.19",87%
Oman,Branch_2,Personal Loan,938.00,"5,050,914.12","293,386.29","1,373,024.63","387,879.48",4.91,"106,983.21",609.91,4.29,214.81,5.60,1.80,"2,054,290.40","3,103,606.93",61%
Qatar,Branch_2,SME Loan,"3,915.00","1,122,674.73","309,850.98","1,754,212.47","132,636.85",3.93,"129,110.87",724.96,1.31,"1,218.33",2.58,4.48,"2,196,700.30","-944,914.70",-84%
UAE,Branch_8,SME Loan,947.00,"2,056,713.03","165,100.76","1,601,013.71","374,575.98",5.81,"230,241.44",581.44,5.78,379.37,2.82,0.86,"2,140,690.45","146,264.02",7%
Bahrain,Branch_5,SME Loan,"4,809.00","4,848,356.37","510,643.96","380,520.25","285,749.40",4.37,"247,705.62",746.11,6.26,951.13,4.97,3.66,"1,176,913.61","3,919,148.38",81%
UAE,Branch_5,Wealth Management,"4,607.00","8,887,131.01","16,644.11","1,139,503.40","214,951.37",2.18,"435,884.12",796.11,3.27,322.52,5.77,3.57,"1,371,098.88","7,951,916.25",89%
Kuwait,Branch_7,Wealth Management,"6,675.00","5,707,268.13","304,470.64","79,444.84","485,481.27",3.65,"446,163.96",712.27,9.46,584.16,5.69,4.87,"869,396.75","5,284,035.34",93%
Oman,Branch_5,Credit Card,"4,873.00","6,847,196.50","933,961.30","634,862.82","249,452.64",1.76,"293,745.44",709.01,6.49,405.45,1.28,4.88,"1,818,276.76","5,322,665.18",78%
Bahrain,Branch_6,Personal Loan,"4,568.00","3,456,382.64","313,976.92","1,615,847.91","330,442.00",4.85,"141,420.67",622.95,2.58,"1,157.31",5.36,2.66,"2,260,266.83","1,337,536.48",39%
Saudi Arabia,Branch_9,Credit Card,"5,292.00","5,756,972.79","363,657.09","924,198.11","12,594.38",3.76,"409,400.06",559.40,7.49,"1,074.54",3.93,3.46,"1,300,449.58","4,865,923.27",85%
Bahrain,Branch_9,Wealth Management,"3,420.00","4,529,060.24","475,799.22","316,883.82","154,220.33",3.16,"396,648.11",834.92,5.49,375.90,3.11,1.20,"946,903.37","3,978,804.98",88%
Oman,Branch_9,SME Loan,"4,798.00","6,625,386.13","563,884.91","888,335.70","444,902.33",5.86,"399,178.76",654.81,5.26,277.13,5.23,1.52,"1,897,122.94","5,127,441.95",77%
Kuwait,Branch_6,SME Loan,"4,411.00","600,698.10","809,665.10","412,105.19","380,684.74",5.73,"9,167.42",762.20,8.51,806.24,5.00,3.01,"1,602,455.03","-992,589.51",-165%
Oman,Branch_9,Personal Loan,"3,773.00","4,983,672.14","194,369.62","798,519.09","270,693.25",5.79,"377,178.07",577.97,2.24,454.21,3.55,1.57,"1,263,581.96","4,097,268.25",82%
Saudi Arabia,Branch_10,Wealth Management,"1,664.00","3,030,326.99","872,387.65","985,910.28","450,579.06",2.49,"426,507.01",605.17,5.42,210.58,3.05,1.48,"2,308,876.99","1,147,957.01",38%
Bahrain,Branch_3,Auto Loan,"1,940.00","3,329,232.11","758,761.61","712,125.06","245,679.15",4.78,"302,911.44",664.59,8.03,543.55,3.36,0.60,"1,716,565.82","1,915,577.73",58%
Saudi Arabia,Branch_6,Auto Loan,"6,158.00","9,613,082.57","724,037.08","1,875,198.52","285,421.00",5.75,"375,870.85",700.70,6.94,479.82,2.59,0.83,"2,884,656.60","7,104,296.82",74%
Qatar,Branch_8,Personal Loan,"7,231.00","1,908,678.65","91,370.55","1,133,809.99","194,165.66",4.07,"388,308.93",546.60,1.05,"1,090.45",4.40,3.70,"1,419,346.20","877,641.38",46%
Saudi Arabia,Branch_2,Personal Loan,826.00,"3,181,328.00","26,532.49","1,688,927.49","311,919.82",2.46,"253,785.12",495.97,8.09,"1,319.12",5.46,0.56,"2,027,379.80","1,407,733.32",44%
UAE,Branch_2,Credit Card,"9,536.00","5,147,936.50","596,042.64","1,526,242.52","162,905.76",5.18,"406,996.74",431.68,9.50,508.93,2.25,4.53,"2,285,190.92","3,269,742.32",64%
Saudi Arabia,Branch_8,Wealth Management,"6,797.00","8,643,966.79","863,818.29","1,329,109.29","195,818.63",5.46,"396,353.20",533.00,7.34,489.96,5.13,0.85,"2,388,746.21","6,651,573.78",77%
Oman,Branch_1,Wealth Management,"9,357.00","4,225,033.82","586,519.26","1,003,839.72","483,331.50",4.66,"458,136.07",416.18,8.88,704.10,2.80,1.20,"2,073,690.48","2,609,479.41",62%
UAE,Branch_9,Auto Loan,382.00,"7,464,266.28","217,168.69","24,304.09","60,097.80",2.82,"460,765.44",529.22,4.25,424.32,1.66,2.03,"301,570.58","7,623,461.14",102%
Saudi Arabia,Branch_3,Home Loan,"1,181.00","8,578,103.57","95,067.30","1,234,665.85","57,101.40",2.36,"265,327.58",781.06,4.16,"1,430.86",1.20,3.77,"1,386,834.55","7,456,596.60",87%
Oman,Branch_1,Credit Card,"3,985.00","3,169,161.92","701,098.47","724,795.76","26,441.43",4.31,"16,715.43",837.39,3.89,516.58,3.40,3.65,"1,452,335.66","1,733,541.69",55%
Qatar,Branch_1,Wealth Management,"2,981.00","3,988,226.82","723,161.43","253,169.09","163,422.04",3.67,"10,534.35",617.41,7.61,321.33,3.84,1.61,"1,139,752.56","2,859,008.61",72%
Qatar,Branch_7,Home Loan,"3,070.00","3,629,906.61","176,669.04","900,360.00","202,123.48",4.51,"469,524.42",380.30,9.48,923.96,1.03,1.97,"1,279,152.52","2,820,278.51",78%
UAE,Branch_2,Wealth Management,"9,444.00","8,345,272.51","33,049.36","1,476,395.58","51,785.24",2.00,"169,343.18",535.16,8.97,898.91,4.26,4.20,"1,561,230.18","6,953,385.51",83%
Saudi Arabia,Branch_2,Wealth Management,"7,085.00","539,033.93","411,242.10","1,924,122.03","276,819.84",2.11,"189,389.07",631.14,2.35,"1,021.49",3.59,2.74,"2,612,183.97","-1,883,760.97",-349%
Qatar,Branch_2,Home Loan,"1,047.00","3,153,368.78","584,805.11","760,727.68","293,734.26",3.13,"235,484.11",503.92,6.63,"1,456.71",5.99,2.56,"1,639,267.05","1,749,585.84",55%
Kuwait,Branch_2,Personal Loan,"4,860.00","6,826,144.72","707,472.40","1,094,592.13","376,758.21",2.66,"133,633.70",412.84,9.96,620.53,1.52,3.35,"2,178,822.74","4,780,955.68",70%
Qatar,Branch_9,Auto Loan,166.00,"5,697,890.65","810,895.28","1,705,463.88","488,104.22",4.29,"295,616.68",424.75,3.66,667.44,4.53,2.56,"3,004,463.38","2,989,043.95",52%
Bahrain,Branch_6,Auto Loan,"8,928.00","4,419,264.66","612,484.74","681,318.85","311,579.36",3.15,"392,525.58",560.66,6.71,638.15,2.09,2.45,"1,605,382.95","3,206,407.29",73%
Qatar,Branch_6,SME Loan,"8,605.00","5,445,487.45","115,326.21","301,669.35","60,267.15",4.58,"129,413.48",419.04,9.16,"1,017.22",2.03,4.09,"477,262.71","5,097,638.22",94%
Kuwait,Branch_10,Credit Card,664.00,"2,056,087.40","684,168.76","578,126.03","48,819.50",4.96,"371,787.57",437.24,9.10,985.29,1.09,4.69,"1,311,114.29","1,116,760.68",54%
Oman,Branch_2,Credit Card,"9,893.00","4,364,094.55","984,255.76","1,800,263.20","389,885.70",2.34,"336,337.55",780.20,3.89,887.45,1.03,2.97,"3,174,404.66","1,526,027.44",35%
Oman,Branch_4,Personal Loan,"9,117.00","5,066,859.54","906,056.66","335,598.35","326,915.39",5.64,"263,266.15",728.48,1.85,673.62,1.93,1.80,"1,568,570.40","3,761,555.29",74%
Oman,Branch_6,Auto Loan,"3,770.00","9,021,772.31","872,310.56","671,857.70","85,147.63",5.04,"163,395.61",330.42,6.81,755.94,1.88,4.77,"1,629,315.89","7,555,852.03",84%
Qatar,Branch_6,Personal Loan,"9,317.00","2,682,268.11","305,659.30","939,987.81","130,413.19",4.32,"436,514.46",476.10,9.52,"1,230.26",1.00,3.66,"1,376,060.30","1,742,722.27",65%
Bahrain,Branch_6,Credit Card,"2,351.00","8,691,502.17","752,034.24","1,697,284.18","376,368.99",5.59,"201,995.24",592.56,5.57,992.02,4.59,3.44,"2,825,687.41","6,067,810.00",70%
Saudi Arabia,Branch_4,SME Loan,904.00,"6,477,989.87","851,847.93","1,876,672.30","285,247.11",2.70,"187,956.87",333.33,5.12,"1,131.20",3.52,3.23,"3,013,767.34","3,652,179.40",56%
Bahrain,Branch_9,Personal Loan,"4,731.00","301,374.23","679,934.57","863,104.41","294,575.03",3.40,"321,044.05",675.74,8.78,559.75,2.98,3.83,"1,837,614.01","-1,215,195.73",-403%
UAE,Branch_10,Personal Loan,"9,683.00","7,273,850.24","254,308.95","1,865,269.02","108,954.29",1.89,"460,245.50",511.44,4.82,"1,384.94",1.52,3.99,"2,228,532.26","5,505,563.48",76%
Qatar,Branch_7,Credit Card,"1,335.00","451,963.59","954,064.80","339,689.01","316,383.70",3.55,"254,500.94",518.45,7.13,245.71,2.67,4.06,"1,610,137.51","-903,672.98",-200%
Bahrain,Branch_1,Auto Loan,"6,820.00","9,974,073.16","453,565.31","330,567.54","386,461.15",3.78,"361,622.64",445.93,4.50,974.41,3.35,4.89,"1,170,594.00","9,165,101.80",92%
UAE,Branch_8,Credit Card,"7,006.00","8,739,103.21","134,156.53","1,899,516.62","443,199.85",4.27,"228,984.63",483.66,4.39,"1,256.06",5.99,2.35,"2,476,873.00","6,491,214.84",74%
Bahrain,Branch_3,SME Loan,"6,116.00","3,043,703.10","114,229.01","1,029,166.66","369,675.08",1.79,"110,185.02",773.93,2.69,"1,326.17",3.55,1.59,"1,513,070.75","1,640,817.37",54%
Oman,Branch_1,Wealth Management,"3,649.00","2,648,371.18","649,281.39","388,097.51","290,305.95",1.65,"62,852.21",733.73,1.80,615.42,1.10,2.27,"1,327,684.85","1,383,538.54",52%
Bahrain,Branch_4,Auto Loan,"8,038.00","3,876,266.71","440,521.10","986,220.93","338,263.36",3.39,"69,026.89",814.67,8.97,797.68,2.04,3.95,"1,765,005.39","2,180,288.21",56%
UAE,Branch_4,SME Loan,"4,241.00","3,626,052.96","99,011.46","1,570,758.09","245,130.17",2.35,"11,641.53",684.45,2.63,245.36,2.77,2.93,"1,914,899.72","1,722,794.77",48%
Oman,Branch_2,Credit Card,"7,066.00","3,786,144.40","741,662.75","1,657,302.32","117,314.63",4.91,"276,898.24",617.83,1.56,"1,226.70",3.28,4.39,"2,516,279.70","1,546,762.94",41%
Kuwait,Branch_9,Auto Loan,"9,646.00","3,250,937.81","800,328.54","1,730,659.13","441,692.45",4.51,"66,421.88",442.59,6.24,361.94,4.37,1.56,"2,972,680.12","344,679.57",11%
Kuwait,Branch_2,Wealth Management,"5,435.00","6,249,220.73","726,788.55","1,147,750.39","268,648.20",2.97,"432,983.47",666.77,5.91,756.51,3.95,3.82,"2,143,187.14","4,539,017.06",73%
Bahrain,Branch_5,Credit Card,"5,177.00","1,726,210.27","206,249.57","1,736,553.11","299,187.56",1.71,"491,465.86",798.39,6.11,"1,488.05",3.55,1.62,"2,241,990.24","-24,314.11",-1%
UAE,Branch_5,Wealth Management,"5,711.00","8,475,214.80","691,326.58","1,029,859.81","495,103.91",2.32,"248,438.49",338.04,5.21,"1,393.06",5.19,4.10,"2,216,290.30","6,507,362.99",77%
Bahrain,Branch_6,Personal Loan,"8,189.00","8,142,784.59","15,669.19","1,221,978.61","492,582.76",4.61,"225,387.30",543.69,2.28,629.03,1.98,2.47,"1,730,230.56","6,637,941.33",82%
Qatar,Branch_3,Wealth Management,"2,992.00","4,817,183.76","308,586.58","1,522,265.21","295,223.94",5.96,"174,688.17",382.15,1.19,491.04,1.39,4.95,"2,126,075.73","2,865,796.20",59%
Qatar,Branch_7,Personal Loan,"5,677.00","8,542,026.66","401,827.42","862,361.88","21,808.84",2.97,"319,375.45",745.84,1.42,527.20,5.19,3.51,"1,285,998.14","7,575,403.97",89%
Qatar,Branch_5,Auto Loan,"3,718.00","2,546,736.19","836,070.71","165,691.34","201,093.03",5.11,"304,405.52",637.75,9.49,"1,090.22",3.31,3.84,"1,202,855.08","1,648,286.63",65%
Kuwait,Branch_6,Wealth Management,"1,659.00","273,898.01","393,442.40","713,329.39","468,960.17",5.40,"172,347.68",783.81,5.79,"1,143.54",3.77,0.69,"1,575,731.96","-1,129,486.27",-412%
Saudi Arabia,Branch_6,Auto Loan,"6,783.00","6,230,158.46","16,213.10","1,255,409.55","147,711.76",1.72,"172,240.16",334.71,4.60,481.44,5.19,3.66,"1,419,334.41","4,983,064.21",80%
Bahrain,Branch_7,SME Loan,"1,607.00","4,633,303.13","355,584.68","400,818.09","499,638.00",5.62,"322,757.11",798.15,4.70,511.99,5.73,2.38,"1,256,040.77","3,700,019.47",80%
Saudi Arabia,Branch_7,Credit Card,"2,163.00","5,714,929.01","501,429.48","313,803.02","46,737.18",3.60,"277,718.54",336.96,6.87,620.41,3.76,1.95,"861,969.68","5,130,677.87",90%
Qatar,Branch_4,Wealth Management,"3,742.00","9,003,460.15","949,259.76","600,299.48","286,216.52",5.84,"359,559.16",458.18,4.39,763.13,5.06,4.08,"1,835,775.76","7,527,243.55",84%
Oman,Branch_1,SME Loan,"2,100.00","9,702,263.18","941,329.13","83,580.70","260,147.43",3.92,"470,754.78",385.89,8.17,"1,392.71",3.72,1.53,"1,285,057.26","8,887,960.70",92%
Qatar,Branch_1,Wealth Management,"1,394.00","6,381,086.08","184,969.67","1,491,977.34","131,399.69",2.56,"390,016.19",379.96,3.34,234.46,1.17,1.32,"1,808,346.70","4,962,755.57",78%
Bahrain,Branch_1,Credit Card,"4,165.00","7,664,150.34","189,220.81","532,256.89","474,560.53",5.89,"152,868.51",394.42,4.31,"1,029.66",5.78,2.10,"1,196,038.23","6,620,980.62",86%
Qatar,Branch_3,Home Loan,"8,114.00","929,703.49","167,564.55","265,992.03","311,489.75",2.59,"379,802.09",564.12,9.41,"1,320.21",5.09,3.33,"745,046.33","564,459.25",61%
Saudi Arabia,Branch_2,SME Loan,"1,703.00","1,691,084.29","789,977.32","1,404,276.24","118,963.00",5.47,"225,562.24",731.40,3.34,"1,140.37",4.77,1.66,"2,313,216.56","-396,570.03",-23%
Qatar,Branch_5,Auto Loan,"1,422.00","7,358,727.57","10,991.93","1,688,997.46","195,103.86",2.28,"389,050.54",794.05,6.95,481.76,3.21,3.01,"1,895,093.25","5,852,684.86",80%
Saudi Arabia,Branch_5,Wealth Management,"6,056.00","4,370,518.02","131,541.31","59,353.68","362,008.57",4.54,"443,399.06",611.78,4.28,819.77,5.71,2.23,"552,903.56","4,261,013.52",97%
Qatar,Branch_5,Personal Loan,"2,541.00","4,515,056.18","540,269.83","482,527.55","152,359.87",3.35,"125,719.74",386.76,5.24,"1,383.36",3.45,2.29,"1,175,157.25","3,465,618.67",77%
Qatar,Branch_3,Credit Card,"1,198.00","3,155,216.05","251,324.26","1,891,560.00","440,405.07",5.87,"120,083.86",343.55,1.41,350.43,4.60,1.41,"2,583,289.33","692,010.58",22%
Saudi Arabia,Branch_4,SME Loan,"5,173.00","6,112,828.20","96,894.68","782,803.19","87,008.58",2.33,"216,879.83",571.77,2.51,"1,483.76",1.50,1.95,"966,706.45","5,363,001.58",88%
Saudi Arabia,Branch_10,Credit Card,"9,797.00","1,933,133.95","363,078.62","1,878,412.29","135,930.02",3.34,"26,715.40",720.96,1.92,386.71,2.09,1.73,"2,377,420.93","-417,571.58",-22%
Oman,Branch_5,Wealth Management,"9,418.00","6,306,471.17","277,836.57","562,940.83","76,724.81",4.38,"343,157.28",641.09,8.60,385.14,3.12,1.60,"917,502.21","5,732,126.24",91%
Saudi Arabia,Branch_3,SME Loan,"8,588.00","1,820,608.69","513,548.78","451,773.92","56,568.53",5.90,"375,100.84",620.53,9.66,"1,256.72",3.91,0.86,"1,021,891.23","1,173,818.30",64%
Oman,Branch_6,Auto Loan,"3,887.00","731,877.74","979,337.43","443,934.66","153,656.13",2.87,"173,369.57",326.49,1.61,"1,276.85",5.03,2.45,"1,576,928.22","-671,680.91",-92%
Saudi Arabia,Branch_8,Home Loan,"2,196.00","3,370,541.12","128,683.11","188,752.75","499,593.48",3.29,"233,177.34",526.35,1.69,249.29,2.20,1.60,"817,029.34","2,786,689.12",83%
Kuwait,Branch_6,SME Loan,"2,308.00","2,388,289.39","375,863.07","1,794,935.93","51,693.06",3.58,"295,587.94",602.71,5.97,418.80,4.87,4.82,"2,222,492.06","461,385.27",19%
Kuwait,Branch_7,Wealth Management,"6,088.00","8,901,017.22","932,325.09","1,960,073.34","110,436.08",2.64,"37,725.33",629.06,5.54,"1,433.09",5.45,3.21,"3,002,834.51","5,935,908.04",67%
